cluster,player,playerId,season,fg,3pm,ft,reb,ast,stl,blk,tov,pts,age
20,Robert Parish*,parisro01,1982,0.54,0.00,0.71,10.83,1.75,0.85,2.40,2.76,19.88,28
20,Cliff Robinson,robincl01,1982,0.45,0.00,0.71,8.96,1.76,1.29,1.51,2.19,18.50,21
20,Truck Robinson,robintr01,1982,0.51,0.01,0.69,9.74,2.42,0.57,0.38,2.73,19.11,30
20,Dan Roundfield,roundda01,1982,0.47,0.02,0.76,11.82,2.66,1.05,1.52,3.00,18.59,28
20,Jack Sikma,sikmaja01,1982,0.48,0.02,0.86,12.66,3.38,1.24,1.30,2.60,19.65,26
20,Mychal Thompson,thompmy01,1982,0.52,0.00,0.63,11.66,4.04,0.87,1.35,3.10,20.78,27
20,Artis Gilmore*,gilmoar01,1983,0.63,0.00,0.74,12.00,1.54,0.49,2.34,3.10,18.04,33
20,Clark Kellogg,kellocl01,1983,0.48,0.05,0.74,10.62,2.75,1.74,0.53,2.68,20.06,21
20,Robert Parish*,parisro01,1983,0.55,0.00,0.70,10.60,1.81,1.01,1.90,2.37,19.35,29
20,Cliff Robinson,robincl01,1983,0.48,0.00,0.71,11.12,1.88,0.79,0.75,2.91,18.01,22
20,Dan Roundfield,roundda01,1983,0.47,0.06,0.75,11.43,2.92,0.78,1.49,3.18,19.01,29
20,Jeff Ruland,rulanje01,1983,0.55,0.01,0.69,11.03,2.96,0.94,0.97,3.76,19.44,24
20,Jack Sikma,sikmaja01,1983,0.46,0.00,0.84,11.44,3.11,1.16,0.87,2.53,18.24,27
20,Clark Kellogg,kellocl01,1984,0.52,0.09,0.77,9.10,2.96,1.53,0.35,2.76,19.06,22
20,Robert Parish*,parisro01,1984,0.55,0.00,0.75,10.71,1.74,0.69,1.45,2.30,19.00,30
20,Cliff Robinson,robincl01,1984,0.45,0.01,0.70,10.32,2.53,0.70,0.44,2.56,17.82,23
20,Dan Roundfield,roundda01,1984,0.49,0.00,0.77,9.88,2.52,0.84,1.01,2.81,18.90,30
20,Ralph Sampson*,sampsra01,1984,0.52,0.01,0.66,11.13,1.99,0.85,2.40,3.59,20.98,23
20,Jack Sikma,sikmaja01,1984,0.50,0.00,0.86,11.11,3.99,1.16,1.12,2.88,19.06,28
20,Artis Gilmore*,gilmoar01,1985,0.62,0.00,0.75,10.44,1.62,0.49,2.14,2.98,19.11,35
20,Clark Kellogg,kellocl01,1985,0.51,0.09,0.76,9.40,3.17,1.12,0.34,3.00,18.60,23
20,Bill Laimbeer,laimbbi01,1985,0.51,0.05,0.80,12.35,1.88,0.84,0.87,1.57,17.54,27
20,Kevin McHale*,mchalke01,1985,0.57,0.00,0.76,9.01,1.78,0.35,1.52,1.99,19.81,27
20,Larry Nance,nancela01,1985,0.59,0.02,0.71,8.79,2.61,1.44,1.70,2.23,19.85,25
20,Hakeem Olajuwon*,olajuha01,1985,0.54,0.00,0.61,11.88,1.35,1.21,2.68,2.85,20.63,22
20,Robert Parish*,parisro01,1985,0.54,0.00,0.74,10.63,1.58,0.71,1.28,2.35,17.65,31
20,Jeff Ruland,rulanje01,1985,0.57,0.00,0.69,11.08,4.38,0.84,0.73,4.84,18.92,26
20,Ralph Sampson*,sampsra01,1985,0.50,0.00,0.68,10.40,2.73,0.99,2.05,3.98,22.06,24
20,Jack Sikma,sikmaja01,1985,0.49,0.03,0.85,10.63,4.19,1.22,1.34,2.35,18.51,29
20,Buck Williams,willibu01,1985,0.53,0.01,0.63,12.26,2.04,0.77,1.34,2.90,18.18,24
20,Charles Barkley*,barklch01,1986,0.57,0.21,0.69,12.83,3.90,2.16,1.56,4.38,20.04,22
20,Patrick Ewing*,ewingpa01,1986,0.47,0.00,0.74,9.02,2.04,1.08,2.06,3.44,19.96,23
20,Cliff Robinson,robincl01,1986,0.47,0.01,0.76,8.72,2.38,1.26,0.56,2.64,18.72,25
20,Jeff Ruland,rulanje01,1986,0.55,0.00,0.73,10.67,5.30,0.77,0.83,4.03,18.97,27
20,Ralph Sampson*,sampsra01,1986,0.49,0.03,0.64,11.13,3.58,1.25,1.63,3.61,18.87,25
20,Herb Williams,willihe01,1986,0.49,0.01,0.73,9.10,2.23,0.64,2.36,2.69,19.86,27
20,Karl Malone*,malonka01,1987,0.51,0.00,0.60,10.43,1.93,1.27,0.73,2.89,21.70,23
20,Robert Parish*,parisro01,1987,0.56,0.00,0.74,10.64,2.16,0.80,1.80,2.39,17.54,33
20,Otis Thorpe,thorpot01,1987,0.54,0.00,0.76,9.99,2.45,0.56,0.73,2.30,18.87,24
20,Buck Williams,willibu01,1987,0.56,0.00,0.73,12.48,1.57,0.95,1.11,3.41,17.95,26
20,Brad Daugherty,daughbr01,1988,0.51,0.00,0.72,8.42,4.22,0.61,0.71,3.38,18.73,22
20,Patrick Ewing*,ewingpa01,1988,0.56,0.00,0.72,8.24,1.52,1.27,2.99,3.50,20.16,25
20,Jerome Kersey,kerseje01,1988,0.50,0.04,0.74,8.32,3.08,1.61,0.82,2.04,19.19,25
20,Moses Malone*,malonmo01,1988,0.49,0.03,0.79,11.19,1.42,0.75,0.91,3.15,20.34,32
20,Larry Nance,nancela01,1988,0.53,0.03,0.78,9.06,3.09,0.94,2.37,2.31,19.10,28
20,Otis Thorpe,thorpot01,1988,0.51,0.00,0.76,10.21,3.24,0.76,0.68,2.78,20.78,25
20,Buck Williams,willibu01,1988,0.56,0.01,0.67,11.91,1.56,0.97,0.63,2.70,18.27,27
20,Brad Daugherty,daughbr01,1989,0.54,0.01,0.74,9.21,3.65,0.81,0.51,2.95,18.91,23
20,Moses Malone*,malonmo01,1989,0.49,0.00,0.79,11.80,1.38,0.98,1.23,3.02,20.21,33
20,Robert Parish*,parisro01,1989,0.57,0.00,0.72,12.45,2.19,0.99,1.45,2.50,18.58,35
20,Fat Lever,leverfa01,1990,0.44,0.46,0.80,9.29,6.54,2.13,0.16,1.97,18.27,29
20,Moses Malone*,malonmo01,1990,0.48,0.01,0.78,10.02,1.60,0.58,1.04,2.86,18.86,34
20,Derrick Coleman,colemde01,1991,0.47,0.18,0.73,10.26,2.20,0.96,1.34,2.93,18.43,23
20,Brad Daugherty,daughbr01,1991,0.52,0.00,0.75,10.92,3.33,0.97,0.61,2.78,21.64,25
20,Larry Nance,nancela01,1991,0.52,0.03,0.80,8.58,2.96,0.83,2.50,1.64,19.21,31
20,Hakeem Olajuwon*,olajuha01,1991,0.51,0.00,0.77,13.75,2.34,2.16,3.95,3.11,21.20,28
20,Otis Thorpe,thorpot01,1991,0.56,0.04,0.70,10.32,2.40,0.89,0.24,2.65,17.50,28
20,Larry Bird*,birdla01,1992,0.47,1.16,0.93,9.64,6.80,0.93,0.73,2.78,20.18,35
20,Derrick Coleman,colemde01,1992,0.50,0.35,0.76,9.51,3.15,0.83,1.51,3.82,19.83,24
20,Brad Daugherty,daughbr01,1992,0.57,0.00,0.78,10.41,3.59,0.89,1.07,2.53,21.45,26
20,Pervis Ellison,ellispe01,1992,0.54,0.02,0.73,11.21,2.88,0.94,2.68,2.97,20.03,24
20,Larry Johnson,johnsla02,1992,0.49,0.06,0.83,10.96,3.56,0.99,0.62,1.95,19.22,22
20,Hakeem Olajuwon*,olajuha01,1992,0.50,0.00,0.77,12.07,2.24,1.81,4.34,2.67,21.57,29
20,Otis Thorpe,thorpot01,1992,0.59,0.00,0.66,10.51,3.05,0.63,0.45,2.89,17.32,29
20,Kevin Willis,willike02,1992,0.48,0.07,0.80,15.53,2.14,0.89,0.67,2.43,18.27,29
20,Derrick Coleman,colemde01,1993,0.46,0.30,0.81,11.21,3.63,1.21,1.66,3.20,20.68,25
20,Brad Daugherty,daughbr01,1993,0.57,0.01,0.80,10.23,4.39,0.75,0.79,2.11,20.17,27
20,Larry Johnson,johnsla02,1993,0.53,0.22,0.77,10.54,4.30,0.65,0.33,2.77,22.07,23
20,Shawn Kemp,kempsh01,1993,0.49,0.00,0.71,10.68,1.99,1.53,1.87,2.78,17.79,23
20,Alonzo Mourning*,mournal01,1993,0.51,0.00,0.78,10.32,0.97,0.35,3.47,3.03,21.01,22
20,Detlef Schrempf,schrede01,1993,0.48,0.10,0.80,9.51,6.01,0.96,0.33,2.96,19.11,30
20,Kevin Willis,willike02,1993,0.51,0.09,0.65,12.85,2.06,0.85,0.51,2.66,17.94,30
20,Charles Barkley*,barklch01,1994,0.50,0.74,0.70,11.18,4.55,1.55,0.57,3.17,21.57,30
20,Derrick Coleman,colemde01,1994,0.45,0.49,0.77,11.30,3.40,0.88,1.84,2.70,20.25,26
20,Shawn Kemp,kempsh01,1994,0.54,0.01,0.74,10.77,2.62,1.80,2.10,3.28,18.11,24
20,Alonzo Mourning*,mournal01,1994,0.51,0.00,0.76,10.17,1.43,0.45,3.13,3.32,21.45,23
20,Clarence Weatherspoon,weathcl01,1994,0.48,0.05,0.69,10.15,2.34,1.22,1.41,2.38,18.37,23
20,Kevin Willis,willike02,1994,0.50,0.11,0.71,12.04,1.88,0.99,0.48,2.35,19.14,31
20,Vin Baker,bakervi01,1995,0.48,0.09,0.59,10.32,3.61,1.05,1.41,2.70,17.70,23
20,Derrick Coleman,colemde01,1995,0.42,0.50,0.77,10.55,3.34,0.63,1.68,3.07,20.46,27
20,Shawn Kemp,kempsh01,1995,0.55,0.02,0.75,10.89,1.82,1.24,1.49,3.16,18.66,25
20,Alonzo Mourning*,mournal01,1995,0.52,0.14,0.76,9.88,1.44,0.64,2.92,3.13,21.34,24
20,Chris Webber,webbech01,1995,0.50,0.74,0.50,9.59,4.74,1.54,1.57,3.09,20.09,21
20,Vin Baker,bakervi01,1996,0.49,0.12,0.67,9.85,2.59,0.83,1.11,2.63,21.09,24
20,Armen Gilliam,gilliar01,1996,0.47,0.00,0.79,9.14,1.79,0.94,0.68,2.27,18.32,31
20,Grant Hill,hillgr01,1996,0.46,0.06,0.75,9.79,6.85,1.25,0.60,3.29,20.23,23
20,Shawn Kemp,kempsh01,1996,0.56,0.06,0.74,11.44,2.19,1.18,1.61,3.99,19.62,26
20,Dino Radja,radjadi01,1996,0.50,0.00,0.70,9.85,1.57,0.91,1.53,2.21,19.68,28
20,Vin Baker,bakervi01,1997,0.51,0.19,0.69,10.31,2.71,1.04,1.44,3.14,20.99,25
20,Charles Barkley*,barklch01,1997,0.48,1.09,0.69,13.51,4.68,1.30,0.47,2.85,19.17,33
20,Derrick Coleman,colemde01,1997,0.44,0.56,0.75,10.05,3.39,0.88,1.32,3.23,18.11,29
20,Shawn Kemp,kempsh01,1997,0.51,0.15,0.74,9.96,1.93,1.54,1.00,3.46,18.72,27
20,Alonzo Mourning*,mournal01,1997,0.53,0.02,0.64,9.94,1.58,0.85,2.86,3.42,19.85,26
20,Chris Webber,webbech01,1997,0.52,0.83,0.57,10.32,4.60,1.69,1.90,3.19,20.07,23
20,Derrick Coleman,colemde01,1998,0.41,0.44,0.77,9.95,2.46,0.78,1.15,2.66,17.63,30
20,Tim Duncan,duncati01,1998,0.55,0.00,0.66,11.91,2.73,0.67,2.51,3.40,21.11,21
20,Patrick Ewing*,ewingpa01,1998,0.50,0.00,0.72,10.19,1.08,0.62,2.23,2.96,20.77,35
20,Kevin Garnett,garneke01,1998,0.49,0.04,0.74,9.59,4.24,1.70,1.83,2.34,18.51,21
20,Shawn Kemp,kempsh01,1998,0.45,0.03,0.73,9.31,2.46,1.35,1.13,3.39,18.03,28
20,Alonzo Mourning*,mournal01,1998,0.55,0.00,0.67,9.62,0.90,0.69,2.24,3.09,19.22,27
20,David Robinson*,robinda01,1998,0.51,0.01,0.74,10.62,2.73,0.88,2.63,2.77,21.56,32
20,Tim Duncan,duncati01,1999,0.50,0.02,0.69,11.42,2.42,0.90,2.52,2.92,21.68,22
20,Kevin Garnett,garneke01,1999,0.46,0.09,0.70,10.40,4.30,1.66,1.77,2.87,20.79,22
20,Shawn Kemp,kempsh01,1999,0.48,0.02,0.79,9.24,2.40,1.14,1.07,3.02,20.52,29
20,Antonio McDyess,mcdyean01,1999,0.47,0.02,0.68,10.74,1.64,1.46,2.30,2.76,21.22,24
20,Alonzo Mourning*,mournal01,1999,0.51,0.00,0.65,11.02,1.61,0.74,3.91,3.02,20.09,28
20,Hakeem Olajuwon*,olajuha01,1999,0.51,0.08,0.72,9.56,1.76,1.64,2.46,2.78,18.90,36
20,Chris Webber,webbech01,1999,0.49,0.10,0.45,12.98,4.12,1.43,2.12,3.52,19.98,25
20,Shareef Abdur-Rahim,abdursh01,2000,0.47,0.35,0.81,10.06,3.30,1.09,1.06,3.04,20.28,23
20,Elton Brand,brandel01,2000,0.48,0.00,0.69,10.00,1.91,0.81,1.63,2.81,20.09,20
20,Antonio McDyess,mcdyean01,2000,0.51,0.00,0.63,8.46,1.96,0.85,1.72,2.84,19.15,25
20,Alonzo Mourning*,mournal01,2000,0.55,0.00,0.71,9.53,1.56,0.51,3.72,2.75,21.75,29
20,David Robinson*,robinda01,2000,0.51,0.00,0.73,9.63,1.78,1.21,2.29,2.05,17.84,34
20,Keith Van Horn,vanhoke01,2000,0.45,1.05,0.85,8.45,1.98,0.80,0.75,3.06,19.19,24
20,Shareef Abdur-Rahim,abdursh01,2001,0.47,0.15,0.83,9.07,3.09,1.11,0.95,2.85,20.53,24
20,Elton Brand,brandel01,2001,0.48,0.00,0.71,10.08,3.24,0.96,1.59,2.96,20.14,21
20,Antonio McDyess,mcdyean01,2001,0.50,0.00,0.70,12.07,2.09,0.61,1.46,2.31,20.83,26
20,Elton Brand,brandel01,2002,0.53,0.00,0.74,11.56,2.39,1.00,2.04,2.16,18.16,22
20,Kevin Garnett,garneke01,2002,0.47,0.46,0.80,12.11,5.21,1.19,1.56,2.83,21.16,25
20,Shawn Marion,mariosh01,2002,0.47,0.59,0.85,9.91,2.00,1.84,1.06,1.78,19.10,23
20,Jermaine O'Neal,onealje01,2002,0.48,0.01,0.69,10.51,1.64,0.63,2.31,2.42,19.04,23
20,Elton Brand,brandel01,2003,0.50,0.00,0.69,11.34,2.53,1.15,2.55,2.60,18.48,23
20,Pau Gasol,gasolpa01,2003,0.51,0.01,0.74,8.78,2.79,0.41,1.80,2.60,18.96,22
20,Shawn Marion,mariosh01,2003,0.45,1.74,0.85,9.54,2.44,2.28,1.17,1.94,21.19,24
20,Jermaine O'Neal,onealje01,2003,0.48,0.09,0.73,10.34,2.01,0.86,2.31,2.34,20.78,24
20,Elton Brand,brandel01,2004,0.49,0.00,0.77,10.35,3.29,0.93,2.23,2.80,19.99,24
20,Shawn Marion,mariosh01,2004,0.44,1.14,0.85,9.33,2.71,2.11,1.32,1.97,18.96,25
20,Jermaine O'Neal,onealje01,2004,0.43,0.03,0.76,9.97,2.10,0.76,2.55,2.32,20.08,25
20,Shaquille O'Neal,onealsh01,2004,0.58,0.00,0.49,11.48,2.93,0.51,2.48,2.91,21.48,31
20,Zach Randolph,randoza01,2004,0.49,0.01,0.76,10.51,2.01,0.84,0.51,3.05,20.07,22
20,Amar'e Stoudemire,stoudam01,2004,0.48,0.02,0.71,9.02,1.42,1.16,1.62,3.22,20.60,21
20,Chris Webber,webbech01,2004,0.41,0.04,0.71,8.70,4.57,1.35,0.87,2.61,18.70,30
20,Elton Brand,brandel01,2005,0.50,0.00,0.75,9.51,2.57,0.77,2.09,2.26,20.02,25
20,Tim Duncan,duncati01,2005,0.50,0.05,0.67,11.09,2.71,0.68,2.64,1.92,20.33,28
20,Shawn Marion,mariosh01,2005,0.48,1.41,0.83,11.30,1.90,2.01,1.47,1.54,19.37,26
20,Zach Randolph,randoza01,2005,0.45,0.00,0.82,9.61,1.87,0.74,0.37,2.43,18.93,23
20,Antoine Walker,walkean02,2005,0.42,1.43,0.54,9.03,3.44,1.16,0.75,3.29,19.13,28
20,Chris Webber,webbech01,2005,0.43,0.22,0.79,9.13,4.75,1.40,0.79,2.72,19.49,31
20,Tim Duncan,duncati01,2006,0.48,0.03,0.63,11.01,3.16,0.88,2.03,2.48,18.56,29
20,Kevin Garnett,garneke01,2006,0.53,0.11,0.81,12.71,4.05,1.37,1.41,2.37,21.79,29
20,Pau Gasol,gasolpa01,2006,0.50,0.04,0.69,8.91,4.64,0.58,1.91,2.94,20.35,25
20,Antawn Jamison,jamisan01,2006,0.44,1.79,0.73,9.33,1.93,1.10,0.15,1.67,20.54,29
20,Shawn Marion,mariosh01,2006,0.53,1.19,0.81,11.84,1.77,1.98,1.69,1.54,21.84,27
20,Yao Ming,mingya01,2006,0.52,0.00,0.85,10.19,1.49,0.53,1.65,2.58,22.30,25
20,Jermaine O'Neal,onealje01,2006,0.47,0.06,0.71,9.33,2.61,0.53,2.29,2.96,20.08,27
20,Shaquille O'Neal,onealsh01,2006,0.60,0.00,0.47,9.17,1.92,0.39,1.76,2.85,20.02,33
20,Chris Webber,webbech01,2006,0.43,0.28,0.76,9.88,3.41,1.37,0.83,2.43,20.24,32
20,Carlos Boozer,boozeca01,2007,0.56,0.00,0.69,11.72,2.99,0.95,0.28,2.62,20.93,25
20,Elton Brand,brandel01,2007,0.53,0.01,0.76,9.30,2.94,0.96,2.24,2.53,20.53,27
20,Tim Duncan,duncati01,2007,0.55,0.01,0.64,10.58,3.41,0.83,2.38,2.80,19.99,30
20,Pau Gasol,gasolpa01,2007,0.54,0.05,0.75,9.85,3.41,0.49,2.14,2.75,20.78,26
20,Dwight Howard,howardw01,2007,0.60,0.01,0.59,12.29,1.93,0.85,1.90,3.87,17.60,21
20,Jermaine O'Neal,onealje01,2007,0.44,0.00,0.77,9.58,2.42,0.72,2.64,2.94,19.41,28
20,Amar'e Stoudemire,stoudam01,2007,0.58,0.00,0.78,9.59,1.02,0.95,1.34,2.83,20.38,24
20,Carlos Boozer,boozeca01,2008,0.55,0.00,0.74,10.42,2.88,1.23,0.51,2.59,21.09,26
20,Tim Duncan,duncati01,2008,0.50,0.00,0.73,11.29,2.79,0.72,1.95,2.28,19.33,31
20,Kevin Garnett,garneke01,2008,0.54,0.00,0.80,9.23,3.44,1.41,1.25,1.94,18.83,31
20,Dwight Howard,howardw01,2008,0.60,0.00,0.59,14.16,1.34,0.90,2.15,3.21,20.67,22
20,Antawn Jamison,jamisan01,2008,0.44,1.52,0.76,10.20,1.52,1.34,0.43,1.43,21.38,31
20,Al Jefferson,jeffeal01,2008,0.50,0.00,0.72,11.11,1.43,0.90,1.45,2.04,21.05,23
20,Yao Ming,mingya01,2008,0.51,0.00,0.85,10.80,2.35,0.45,2.02,3.33,21.98,27
20,Zach Randolph,randoza01,2008,0.46,0.32,0.77,10.29,2.03,0.86,0.23,2.70,17.64,26
20,David West,westda01,2008,0.48,0.08,0.85,8.88,2.33,0.82,1.30,2.17,20.58,27
20,Tim Duncan,duncati01,2009,0.50,0.00,0.69,10.67,3.52,0.51,1.68,2.20,19.33,32
20,Pau Gasol,gasolpa01,2009,0.57,0.01,0.78,9.63,3.51,0.64,1.00,1.94,18.86,28
20,Dwight Howard,howardw01,2009,0.57,0.00,0.59,13.84,1.42,0.97,2.92,3.04,20.56,23
20,Yao Ming,mingya01,2009,0.55,0.01,0.87,9.88,1.78,0.39,1.95,3.04,19.66,28
20,Zach Randolph,randoza01,2009,0.48,0.64,0.73,10.08,2.06,0.86,0.32,2.28,20.82,27
20,Carlos Boozer,boozeca01,2010,0.56,0.00,0.74,11.21,3.17,1.08,0.46,2.72,19.47,28
20,Tim Duncan,duncati01,2010,0.52,0.03,0.73,10.10,3.15,0.58,1.50,1.79,17.88,33
20,Pau Gasol,gasolpa01,2010,0.54,0.00,0.79,11.29,3.35,0.57,1.74,2.20,18.31,29
20,Dwight Howard,howardw01,2010,0.61,0.00,0.59,13.20,1.76,0.91,2.78,3.34,18.33,24
20,Chris Kaman,kamanch01,2010,0.49,0.00,0.75,9.26,1.58,0.49,1.24,2.93,18.53,27
20,David Lee,leeda02,2010,0.55,0.00,0.81,11.72,3.64,1.05,0.49,2.33,20.25,26
20,Brook Lopez,lopezbr01,2010,0.50,0.00,0.82,8.65,2.28,0.67,1.70,2.49,18.80,21
20,Zach Randolph,randoza01,2010,0.49,0.19,0.78,11.73,1.84,0.99,0.42,2.15,20.75,28
20,Gerald Wallace,wallage01,2010,0.48,0.68,0.78,10.03,2.12,1.54,1.09,2.34,18.24,27
20,Pau Gasol,gasolpa01,2011,0.53,0.01,0.82,10.20,3.33,0.59,1.59,1.73,18.79,30
20,Al Jefferson,jeffeal01,2011,0.50,0.00,0.76,9.68,1.82,0.56,1.87,1.28,18.63,26
20,Kevin Love,loveke01,2011,0.47,1.21,0.85,15.23,2.52,0.62,0.38,2.12,20.22,22
20,Zach Randolph,randoza01,2011,0.50,0.11,0.76,12.19,2.17,0.84,0.33,2.01,20.05,29
20,Andrew Bynum,bynuman01,2012,0.56,0.02,0.69,11.82,1.42,0.45,1.93,2.53,18.72,24
20,DeMarcus Cousins,couside01,2012,0.45,0.03,0.70,10.98,1.59,1.45,1.17,2.66,18.13,21
20,Pau Gasol,gasolpa01,2012,0.50,0.11,0.78,10.43,3.65,0.57,1.35,2.18,17.37,31
20,Blake Griffin,griffbl01,2012,0.55,0.03,0.52,10.86,3.18,0.82,0.73,2.27,20.73,22
20,Dwight Howard,howardw01,2012,0.57,0.00,0.49,14.54,1.93,1.50,2.15,3.24,20.61,26
20,Al Jefferson,jeffeal01,2012,0.49,0.02,0.77,9.59,2.20,0.77,1.66,1.02,19.18,27
20,David Lee,leeda02,2012,0.50,0.00,0.78,9.56,2.84,0.95,0.39,2.61,20.12,28
20,Josh Smith,smithjo03,2012,0.46,0.42,0.63,9.58,3.89,1.41,1.74,2.48,18.77,26
20,LaMarcus Aldridge,aldrila01,2013,0.48,0.03,0.81,9.05,2.59,0.84,1.23,1.93,21.08,27
20,Tim Duncan,duncati01,2013,0.50,0.03,0.82,9.94,2.67,0.72,2.65,2.13,17.78,36
20,Al Horford,horfoal01,2013,0.54,0.04,0.64,10.23,3.24,1.05,1.05,1.99,17.42,26
20,David Lee,leeda02,2013,0.52,0.00,0.80,11.22,3.53,0.85,0.28,2.62,18.47,29
20,Anthony Davis,davisan02,2014,0.52,0.03,0.79,10.04,1.57,1.33,2.82,1.63,20.81,20
20,Pau Gasol,gasolpa01,2014,0.48,0.07,0.74,9.67,3.35,0.45,1.53,2.35,17.35,33
20,Dwight Howard,howardw01,2014,0.59,0.03,0.55,12.20,1.85,0.85,1.80,3.23,18.27,28
20,Al Jefferson,jeffeal01,2014,0.51,0.04,0.69,10.85,2.12,0.92,1.08,1.70,21.84,29
20,David Lee,leeda02,2014,0.52,0.00,0.78,9.32,2.13,0.70,0.38,2.20,18.22,30
20,Pau Gasol,gasolpa01,2015,0.49,0.15,0.80,11.78,2.69,0.32,1.88,2.03,18.54,34
20,Nikola Vucevic,vucevni01,2015,0.52,0.03,0.75,10.95,1.99,0.73,0.73,2.00,19.30,24
8,Reggie Theus,theusre01,1980,0.48,0.34,0.84,4.01,6.28,1.39,0.24,4.24,20.24,22
8,Ray Williams,willira01,1980,0.50,0.09,0.79,5.02,6.24,2.04,0.29,3.12,20.90,25
8,Magic Johnson*,johnsma02,1981,0.53,0.08,0.76,8.65,8.57,3.43,0.73,3.86,21.57,21
8,Gus Williams,willigu01,1982,0.49,0.11,0.73,3.05,6.86,2.15,0.45,2.46,23.44,28
8,Ray Williams,willira01,1982,0.46,0.11,0.83,3.96,5.95,2.43,0.52,3.54,20.41,27
8,Larry Drew,drewla01,1983,0.49,0.03,0.82,2.76,8.13,1.68,0.13,3.63,20.13,24
8,Isiah Thomas*,thomais01,1983,0.47,0.44,0.71,4.05,7.83,2.46,0.36,4.02,22.89,21
8,Gus Williams,willigu01,1983,0.48,0.03,0.75,2.56,8.04,2.28,0.33,2.88,20.00,29
8,Isiah Thomas*,thomais01,1984,0.46,0.27,0.73,3.99,11.15,2.49,0.40,3.74,21.32,22
8,Sidney Moncrief,moncrsi01,1985,0.48,0.12,0.83,5.36,5.23,1.60,0.53,2.52,21.71,27
8,Micheal Ray Richardson,richami01,1985,0.47,0.35,0.77,5.57,8.16,2.96,0.27,3.04,20.11,29
8,Gus Williams,willigu01,1985,0.43,0.65,0.73,2.47,7.70,2.25,0.41,2.70,19.97,31
8,Isiah Thomas*,thomais01,1986,0.49,0.34,0.79,3.60,10.78,2.22,0.26,3.75,20.90,24
8,Clyde Drexler*,drexlcl01,1987,0.50,0.13,0.76,6.32,6.90,2.49,0.87,3.09,21.73,24
8,Magic Johnson*,johnsma02,1987,0.52,0.10,0.85,6.30,12.21,1.73,0.45,3.75,23.86,27
8,Fat Lever,leverfa01,1987,0.47,0.27,0.78,8.89,7.98,2.45,0.41,2.04,18.93,26
8,Reggie Theus,theusre01,1987,0.47,0.22,0.87,3.37,8.76,0.99,0.20,3.66,20.25,29
8,Isiah Thomas*,thomais01,1987,0.46,0.23,0.77,3.94,10.04,1.89,0.25,4.23,20.63,25
8,Fat Lever,leverfa01,1988,0.47,0.15,0.79,8.11,7.79,2.72,0.26,2.22,18.85,27
8,Alvin Robertson,roberal01,1988,0.47,0.33,0.75,6.07,6.79,2.96,0.84,3.06,19.63,25
8,Reggie Theus,theusre01,1988,0.47,0.22,0.83,3.18,6.34,0.81,0.22,3.21,21.56,30
8,Isiah Thomas*,thomais01,1988,0.46,0.37,0.77,3.43,8.37,1.74,0.21,3.37,19.47,26
8,Magic Johnson*,johnsma02,1989,0.51,0.77,0.91,7.88,12.83,1.79,0.29,4.05,22.47,29
8,Fat Lever,leverfa01,1989,0.46,0.32,0.79,9.32,7.87,2.75,0.28,2.21,19.85,28
8,Kevin Johnson,johnske02,1990,0.50,0.11,0.84,3.65,11.43,1.28,0.19,3.55,22.50,23
8,Magic Johnson*,johnsma02,1990,0.48,1.34,0.89,6.61,11.48,1.67,0.43,3.66,22.34,30
8,Mark Price,pricema01,1990,0.46,2.08,0.89,3.44,9.12,1.56,0.07,2.93,19.59,25
8,Michael Adams,adamsmi01,1991,0.39,2.53,0.88,3.88,10.50,2.23,0.09,3.64,26.55,28
8,Larry Bird*,birdla01,1991,0.45,1.28,0.89,8.48,7.18,1.80,0.97,3.12,19.40,34
8,Clyde Drexler*,drexlcl01,1991,0.48,0.74,0.79,6.66,6.01,1.76,0.73,2.83,21.55,28
8,Tim Hardaway,hardati01,1991,0.48,1.18,0.80,4.05,9.67,2.61,0.15,3.29,22.94,24
8,Derek Harper,harpede01,1991,0.47,1.16,0.73,3.03,7.12,1.91,0.18,2.30,19.73,29
8,Kevin Johnson,johnske02,1991,0.52,0.12,0.84,3.52,10.14,2.12,0.14,3.49,22.21,24
8,Tim Hardaway,hardati01,1992,0.46,1.57,0.77,3.83,9.96,2.02,0.16,3.30,23.37,25
8,Scottie Pippen*,pippesc01,1992,0.51,0.20,0.76,7.68,6.98,1.89,1.13,3.09,20.98,26
8,Clyde Drexler*,drexlcl01,1993,0.43,0.63,0.84,6.31,5.67,1.94,0.76,2.35,19.92,30
8,Tim Hardaway,hardati01,1993,0.45,1.55,0.74,3.98,10.59,1.76,0.18,3.33,21.50,26
8,Jeff Hornacek,hornaje01,1993,0.47,1.23,0.87,4.33,6.94,1.66,0.27,2.81,19.13,29
8,Scottie Pippen*,pippesc01,1993,0.47,0.27,0.66,7.67,6.26,2.14,0.90,3.04,18.64,27
8,Kevin Johnson,johnske02,1994,0.49,0.09,0.82,2.49,9.51,1.87,0.15,3.51,20.00,27
8,Dana Barros,barroda01,1995,0.49,2.40,0.90,3.34,7.55,1.82,0.05,2.95,20.56,27
8,Anfernee Hardaway,hardaan01,1995,0.51,1.13,0.77,4.36,7.16,1.69,0.34,3.35,20.95,23
8,Tim Hardaway,hardati01,1995,0.43,2.71,0.76,3.06,9.32,1.42,0.19,3.45,20.11,28
8,Gary Payton*,paytoga01,1995,0.51,0.85,0.72,3.43,7.11,2.49,0.16,2.45,20.60,26
