cluster,player,playerId,season,fg,3pm,ft,reb,ast,stl,blk,tov,pts,age
6,Michael Finley,finlemi01,2009,0.44,1.62,0.82,3.33,1.41,0.46,0.21,0.75,9.68,35
6,Daniel Gibson,gibsoda01,2009,0.39,1.44,0.77,2.07,1.76,0.59,0.21,0.81,7.81,22
6,Willie Green,greenwi01,2009,0.44,0.63,0.73,1.56,1.95,0.65,0.16,0.79,8.46,27
6,Jarvis Hayes,hayesja01,2009,0.45,1.27,0.69,3.61,0.73,0.70,0.09,0.66,8.70,27
6,Eddie House,houseed01,2009,0.45,1.86,0.79,1.94,1.14,0.75,0.09,0.68,8.53,30
6,Mike James,jamesmi01,2009,0.38,1.13,0.83,2.18,3.30,0.72,0.10,1.54,8.70,33
6,Jason Kapono,kaponja01,2009,0.43,1.23,0.81,2.04,1.31,0.28,0.04,0.88,8.18,27
6,Linas Kleiza,kleizli01,2009,0.45,1.06,0.73,3.99,0.78,0.38,0.17,1.00,9.91,24
6,Kyle Korver,korveky01,2009,0.44,1.32,0.88,3.31,1.76,0.60,0.38,1.15,9.04,27
6,Courtney Lee,leeco01,2009,0.45,1.06,0.83,2.31,1.18,0.99,0.18,0.90,8.39,23
6,Rashad McCants,mccanra01,2009,0.39,1.09,0.76,1.90,1.17,0.81,0.24,1.10,9.55,24
6,C.J. Miles,milescj01,2009,0.46,0.88,0.88,2.32,1.49,0.64,0.21,0.89,9.13,21
6,Anthony Morrow,morroan01,2009,0.48,1.28,0.87,2.97,1.19,0.54,0.18,0.78,10.09,23
6,Mickael Pietrus,pietrmi01,2009,0.41,1.48,0.71,3.26,1.20,0.57,0.44,1.04,9.44,26
6,Brandon Rush,rushbr01,2009,0.42,1.04,0.70,3.11,0.88,0.51,0.49,1.00,8.13,23
6,Tim Thomas,thomati01,2009,0.43,1.22,0.74,3.14,1.06,0.48,0.17,1.09,8.52,31
6,Von Wafer,wafervo01,2009,0.45,1.02,0.75,1.79,1.13,0.63,0.13,0.94,9.68,23
6,C.J. Watson,watsocj01,2009,0.46,0.62,0.87,2.49,2.68,1.25,0.05,1.19,9.48,24
6,Nick Young,youngni01,2009,0.44,0.68,0.85,1.83,1.16,0.48,0.24,1.12,10.88,23
6,Arron Afflalo,afflaar01,2010,0.47,1.32,0.74,3.07,1.68,0.56,0.37,0.90,8.83,24
6,Leandro Barbosa,barbole01,2010,0.43,1.00,0.88,1.57,1.45,0.52,0.27,1.05,9.50,27
6,Nicolas Batum,batumni01,2010,0.52,1.46,0.84,3.81,1.19,0.65,0.68,0.73,10.14,21
6,Jerryd Bayless,bayleje01,2010,0.41,0.39,0.83,1.62,2.32,0.35,0.07,1.27,8.51,21
6,Ronnie Brewer,brewero02,2010,0.49,0.14,0.64,3.22,2.66,1.57,0.26,0.91,8.81,24
6,Devin Brown,brownde02,2010,0.38,1.16,0.80,2.48,1.30,0.66,0.12,1.24,7.98,31
6,Shannon Brown,brownsh01,2010,0.43,0.76,0.82,2.23,1.32,0.70,0.38,0.82,8.13,24
6,Chase Budinger,budinch01,2010,0.44,1.24,0.77,2.97,1.19,0.46,0.15,0.65,8.88,21
6,DeMar DeRozan,derozde01,2010,0.50,0.05,0.76,2.90,0.69,0.56,0.23,0.81,8.60,20
6,Toney Douglas,douglto01,2010,0.46,1.21,0.81,1.93,2.00,0.75,0.05,0.98,8.59,23
6,Chris Douglas-Roberts,douglch01,2010,0.45,0.21,0.85,2.96,1.39,0.82,0.28,1.45,9.81,23
6,Jared Dudley,dudleja01,2010,0.46,1.46,0.75,3.43,1.40,0.99,0.20,0.83,8.22,24
6,Mike Dunleavy,dunlemi02,2010,0.41,1.12,0.84,3.52,1.54,0.57,0.22,1.07,9.94,29
6,Rudy Fernandez,fernaru01,2010,0.38,1.58,0.87,2.65,2.05,1.00,0.18,1.16,8.11,24
6,Francisco Garcia,garcifr01,2010,0.47,0.92,0.88,2.64,1.80,0.40,0.76,0.84,8.08,28
6,Willie Green,greenwi01,2010,0.46,0.64,0.83,1.77,2.08,0.44,0.15,0.92,8.74,28
6,Donte Greene,greendo01,2010,0.44,0.91,0.64,3.08,0.93,0.54,0.70,1.22,8.51,21
6,James Harden,hardeja01,2010,0.40,1.22,0.81,3.21,1.80,1.05,0.26,1.39,9.91,20
6,Larry Hughes,hughela01,2010,0.36,0.96,0.83,3.16,3.04,1.16,0.33,1.67,9.13,31
6,Dahntay Jones,jonesda02,2010,0.46,0.05,0.77,3.01,1.97,0.53,0.51,1.70,10.21,29
6,Wesley Matthews,matthwe02,2010,0.48,0.77,0.83,2.33,1.51,0.78,0.18,1.13,9.38,23
6,C.J. Miles,milescj01,2010,0.43,1.17,0.70,2.67,1.67,0.92,0.27,1.29,9.87,22
6,Ronald Murray,murraro01,2010,0.39,0.92,0.73,2.44,1.80,0.61,0.21,1.21,9.95,30
6,Andres Nocioni,nocioan01,2010,0.40,1.28,0.72,2.96,1.00,0.43,0.35,0.89,8.47,30
6,Travis Outlaw,outlatr01,2010,0.39,1.18,0.83,3.56,1.00,0.53,0.50,0.94,9.09,25
6,Mickael Pietrus,pietrmi01,2010,0.43,1.55,0.63,2.87,0.65,0.71,0.41,0.92,8.68,27
6,J.J. Redick,redicjj01,2010,0.44,1.35,0.86,1.89,1.93,0.34,0.05,0.77,9.61,25
6,Nate Robinson,robinna01,2010,0.44,1.55,0.75,1.96,2.91,0.88,0.09,1.30,10.13,25
6,Brandon Rush,rushbr01,2010,0.42,1.51,0.63,4.22,1.37,0.68,0.79,1.13,9.44,24
6,Jerry Stackhouse,stackje01,2010,0.41,1.07,0.80,2.38,1.67,0.50,0.21,1.57,8.52,35
6,Henry Walker,walkebi01,2010,0.52,1.43,0.80,2.51,1.14,0.66,0.09,0.80,9.40,22
6,C.J. Watson,watsocj01,2010,0.47,0.69,0.77,2.60,2.77,1.58,0.12,1.06,10.26,25
6,Martell Webster,webstma02,2010,0.41,1.51,0.81,3.27,0.76,0.55,0.49,0.73,9.37,23
6,Delonte West,westde01,2010,0.45,0.42,0.81,2.82,3.27,0.92,0.47,1.50,8.80,26
6,Nick Young,youngni01,2010,0.42,0.93,0.80,1.38,0.65,0.38,0.11,0.76,8.64,24
6,Tony Allen,allento01,2011,0.51,0.06,0.75,2.68,1.44,1.79,0.61,1.19,8.93,29
6,Rodrigue Beaubois,beaubro01,2011,0.42,0.89,0.77,1.86,2.29,0.71,0.29,1.68,8.43,22
6,Marco Belinelli,belinma01,2011,0.44,1.68,0.78,1.89,1.15,0.48,0.08,0.96,10.45,24
6,Raja Bell,bellra01,2011,0.41,1.00,0.89,2.59,1.74,0.82,0.21,0.93,7.96,34
6,Mike Bibby,bibbymi01,2011,0.43,1.91,0.63,2.44,3.31,0.63,0.11,1.26,8.60,32
6,Corey Brewer,breweco01,2011,0.40,0.43,0.71,2.54,1.29,1.45,0.23,1.26,8.00,24
6,Shannon Brown,brownsh01,2011,0.43,0.90,0.91,1.91,1.17,0.82,0.20,0.91,8.68,25
6,Chase Budinger,budinch01,2011,0.43,1.14,0.86,3.60,1.63,0.53,0.23,0.86,9.81,22
6,Rudy Fernandez,fernaru01,2011,0.37,1.49,0.86,2.21,2.47,1.12,0.18,1.13,8.56,25
6,Randy Foye,foyera01,2011,0.39,1.13,0.89,1.63,2.70,0.75,0.33,1.51,9.78,27
6,Francisco Garcia,garcifr01,2011,0.44,1.40,0.86,2.29,1.22,0.88,0.84,0.78,9.66,29
6,Willie Green,greenwi01,2011,0.44,0.70,0.78,2.09,0.96,0.47,0.17,0.87,8.73,29
6,Gerald Henderson,hendege02,2011,0.45,0.10,0.79,3.04,1.49,0.74,0.47,0.94,9.60,23
6,Jarrett Jack,jackja01,2011,0.41,0.40,0.85,2.08,2.92,0.65,0.07,1.33,8.86,27
6,Wesley Johnson,johnswe01,2011,0.40,1.30,0.70,3.04,1.87,0.73,0.68,1.20,8.97,23
6,Kyle Korver,korveky01,2011,0.43,1.46,0.89,1.83,1.51,0.43,0.24,0.73,8.30,29
6,Courtney Lee,leeco01,2011,0.44,0.88,0.79,2.58,1.23,0.72,0.22,0.84,8.30,25
6,Jodie Meeks,meeksjo01,2011,0.43,1.86,0.89,2.31,1.05,0.85,0.05,0.81,10.46,23
6,Gary Neal,nealga01,2011,0.45,1.61,0.81,2.45,1.20,0.34,0.05,0.98,9.79,26
6,Travis Outlaw,outlatr01,2011,0.38,0.93,0.77,3.96,1.02,0.41,0.44,0.87,9.22,26
6,Anthony Parker,parkean01,2011,0.40,1.19,0.78,3.03,3.03,0.93,0.14,1.11,8.33,35
6,J.J. Redick,redicjj01,2011,0.44,1.47,0.88,1.92,1.73,0.49,0.05,0.90,10.05,26
6,Brandon Rush,rushbr01,2011,0.42,1.39,0.76,3.24,0.93,0.61,0.52,1.03,9.06,25
6,Peja Stojakovic,stojape01,2011,0.44,1.73,0.92,2.27,0.88,0.39,0.06,0.52,8.48,33
6,Sasha Vujacic,vujacsa01,2011,0.40,1.45,0.84,2.78,1.97,0.81,0.07,0.99,9.79,26
6,Martell Webster,webstma02,2011,0.45,1.20,0.77,3.20,1.15,0.61,0.20,1.26,9.85,24
6,Sonny Weems,weemsso01,2011,0.44,0.29,0.77,2.59,1.76,0.58,0.03,1.46,9.24,24
6,Reggie Williams,willire02,2011,0.47,1.28,0.75,2.70,1.51,0.35,0.04,0.71,9.23,24
6,Metta World Peace,artesro01,2011,0.40,1.01,0.68,3.26,2.13,1.51,0.44,1.10,8.50,31
6,Leandro Barbosa,barbole01,2012,0.43,1.02,0.82,2.00,1.50,0.88,0.11,1.47,11.06,29
6,Rodrigue Beaubois,beaubro01,2012,0.42,0.72,0.84,2.85,2.87,1.06,0.53,1.32,8.91,23
6,Corey Brewer,breweco01,2012,0.43,0.56,0.69,2.54,1.49,1.22,0.29,0.95,8.90,25
6,Shannon Brown,brownsh01,2012,0.42,1.15,0.81,2.66,1.17,0.75,0.25,1.08,11.02,26
6,Chase Budinger,budinch01,2012,0.44,1.52,0.77,3.74,1.28,0.50,0.12,0.95,9.62,23
6,Vince Carter,cartevi01,2012,0.41,1.21,0.83,3.36,2.28,0.92,0.41,1.38,10.08,35
6,Carlos Delfino,delfica01,2012,0.40,1.59,0.79,3.85,2.28,1.46,0.19,1.22,9.04,29
6,Rudy Fernandez,fernaru01,2012,0.44,1.29,0.70,2.10,2.42,1.00,0.10,1.29,8.65,26
6,Landry Fields,fieldla01,2012,0.46,0.47,0.56,4.21,2.56,1.20,0.26,1.55,8.79,23
6,Danny Green,greenda02,2012,0.44,1.55,0.79,3.45,1.30,0.88,0.70,1.02,9.14,24
6,George Hill,hillge01,2012,0.44,1.08,0.78,3.02,2.90,0.84,0.34,1.04,9.62,25
6,Grant Hill,hillgr01,2012,0.45,0.29,0.76,3.49,2.18,0.84,0.59,1.33,10.18,39
6,Josh Howard,howarjo01,2012,0.40,0.21,0.77,3.67,1.16,0.74,0.23,1.23,8.65,31
6,Stephen Jackson,jacksst02,2012,0.37,1.04,0.83,3.47,2.51,1.15,0.28,2.19,9.81,33
6,Richard Jefferson,jefferi01,2012,0.42,1.79,0.69,3.48,1.40,0.59,0.30,0.79,9.17,31
6,Linas Kleiza,kleizli01,2012,0.40,1.27,0.81,4.06,0.94,0.47,0.08,1.31,9.65,27
6,Kyle Korver,korveky01,2012,0.43,1.82,0.83,2.45,1.72,0.55,0.23,0.82,8.14,30
6,Jodie Meeks,meeksjo01,2012,0.41,1.47,0.91,2.44,0.82,0.61,0.05,0.44,8.42,24
6,C.J. Miles,milescj01,2012,0.38,0.82,0.79,2.07,1.23,0.82,0.32,0.95,9.07,24
6,Gary Neal,nealga01,2012,0.44,1.48,0.78,2.11,2.09,0.48,0.04,1.07,9.95,27
6,Steve Novak,novakst01,2012,0.48,2.46,0.85,1.93,0.22,0.30,0.17,0.39,8.83,28
6,Michael Redd,reddmi01,2012,0.40,0.82,0.79,1.51,0.65,0.25,0.00,0.73,8.20,32
6,Brandon Rush,rushbr01,2012,0.50,1.52,0.79,3.86,1.35,0.54,0.89,1.05,9.75,26
6,Iman Shumpert,shumpim01,2012,0.40,0.81,0.80,3.15,2.78,1.71,0.14,1.88,9.54,21
6,Reggie Williams,willire02,2012,0.42,1.00,0.73,2.82,1.82,0.61,0.09,1.00,8.30,25
6,Metta World Peace,artesro01,2012,0.39,0.88,0.62,3.41,2.19,1.08,0.42,1.08,7.70,32
6,Alan Anderson,anderal01,2013,0.38,1.46,0.86,2.28,1.58,0.74,0.11,1.23,10.66,30
6,Harrison Barnes,barneha02,2013,0.44,0.64,0.76,4.11,1.21,0.64,0.17,1.25,9.23,20
6,Jerryd Bayless,bayleje01,2013,0.42,0.89,0.84,2.20,3.30,0.74,0.21,1.50,8.66,24
6,Michael Beasley,beaslmi01,2013,0.41,0.60,0.75,3.76,1.48,0.41,0.45,1.92,10.12,24
6,Marco Belinelli,belinma01,2013,0.40,1.08,0.84,1.92,2.03,0.60,0.08,1.12,9.62,26
6,Chauncey Billups,billuch01,2013,0.40,1.50,0.94,1.45,2.23,0.55,0.05,1.18,8.36,36
6,Eric Bledsoe,bledser01,2013,0.45,0.41,0.79,2.96,3.07,1.43,0.72,1.80,8.46,23
6,Avery Bradley,bradlav01,2013,0.40,0.80,0.76,2.22,2.08,1.28,0.38,1.44,9.22,22
6,Shannon Brown,brownsh01,2013,0.42,0.66,0.78,2.53,1.83,1.00,0.25,1.25,10.46,27
6,Chase Budinger,budinch01,2013,0.41,1.13,0.76,3.09,1.09,0.61,0.30,1.00,9.39,24
6,Caron Butler,butleca01,2013,0.42,1.64,0.83,2.86,1.00,0.65,0.14,0.92,10.42,32
6,Chris Copeland,copelch01,2013,0.48,1.05,0.76,2.13,0.48,0.29,0.21,0.89,8.68,28
6,Carlos Delfino,delfica01,2013,0.41,2.36,0.86,3.28,2.01,1.01,0.13,1.07,10.57,30
6,Mike Dunleavy,dunlemi02,2013,0.44,1.71,0.82,3.88,1.93,0.52,0.47,1.20,10.47,32
6,Randy Foye,foyera01,2013,0.40,2.17,0.82,1.55,2.04,0.80,0.33,1.12,10.76,29
6,Danny Green,greenda02,2013,0.45,2.21,0.85,3.05,1.76,1.15,0.68,1.18,10.48,25
6,Richard Hamilton,hamilri01,2013,0.43,0.32,0.86,1.66,2.38,0.48,0.10,1.68,9.80,34
6,Courtney Lee,leeco01,2013,0.46,0.74,0.86,2.44,1.83,1.14,0.27,1.08,7.85,27
6,Gary Neal,nealga01,2013,0.41,1.31,0.87,2.10,1.90,0.44,0.03,1.01,9.49,28
6,Jason Richardson,richaja01,2013,0.40,1.73,0.61,3.85,1.55,1.21,0.45,0.79,10.52,32
6,John Salmons,salmojo01,2013,0.40,1.30,0.77,2.72,2.97,0.67,0.33,1.12,8.84,33
6,Lance Stephenson,stephla01,2013,0.46,0.79,0.65,3.90,2.86,1.04,0.21,1.40,8.81,22
6,Jason Terry,terryja01,2013,0.43,1.56,0.87,2.01,2.51,0.84,0.14,1.29,10.11,35
6,Dorell Wright,wrighdo01,2013,0.40,1.71,0.85,3.82,1.90,0.78,0.44,0.81,9.23,27
6,Nick Young,youngni01,2013,0.41,1.27,0.82,2.20,1.42,0.61,0.24,0.85,10.64,27
6,Ray Allen,allenra02,2014,0.44,1.59,0.91,2.81,1.96,0.74,0.11,1.15,9.60,38
6,Tony Allen,allento01,2014,0.49,0.20,0.63,3.78,1.71,1.64,0.35,1.64,9.00,32
6,James Anderson,anderja01,2014,0.43,1.44,0.73,3.75,1.86,0.93,0.35,1.33,10.13,24
6,Harrison Barnes,barneha02,2014,0.40,0.85,0.72,3.99,1.49,0.83,0.26,1.08,9.46,21
6,Jerryd Bayless,bayleje01,2014,0.40,1.06,0.80,2.01,2.69,0.83,0.13,1.14,9.25,25
6,Patrick Beverley,beverpa01,2014,0.41,1.64,0.81,3.50,2.70,1.38,0.41,1.18,10.23,25
6,Aaron Brooks,brookaa01,2014,0.40,1.33,0.87,1.94,3.24,0.72,0.18,1.63,8.96,29
6,Boris Diaw,diawbo01,2014,0.52,0.57,0.74,4.13,2.81,0.56,0.41,1.53,9.08,31
6,Evan Fournier,fournev01,2014,0.42,1.17,0.76,2.66,1.47,0.45,0.09,1.32,8.39,21
6,Danny Granger,grangda01,2014,0.38,1.05,0.94,3.24,1.00,0.29,0.41,1.12,8.24,30
6,Danny Green,greenda02,2014,0.43,1.94,0.79,3.37,1.53,0.96,0.90,1.12,9.09,26
6,Tim Hardaway,hardati02,2014,0.43,1.60,0.83,1.49,0.81,0.54,0.09,0.58,10.17,21
6,Xavier Henry,henryxa01,2014,0.42,0.65,0.66,2.65,1.19,1.02,0.16,1.33,10.05,22
6,Richard Jefferson,jefferi01,2014,0.45,1.50,0.74,2.67,1.59,0.68,0.17,1.15,10.13,33
6,Jeremy Lamb,lambje01,2014,0.43,1.13,0.80,2.42,1.47,0.72,0.33,0.78,8.53,21
6,Courtney Lee,leeco01,2014,0.48,0.91,0.88,2.37,1.46,0.82,0.35,0.92,9.63,28
6,Shaun Livingston,livinsh01,2014,0.48,0.01,0.83,3.24,3.22,1.22,0.41,1.38,8.28,28
6,Ben McLemore,mclembe01,2014,0.38,1.16,0.80,2.87,1.00,0.55,0.22,1.17,8.78,20
6,C.J. Miles,milescj01,2014,0.44,1.63,0.85,2.02,1.02,0.90,0.29,0.86,9.86,26
6,Patrick Mills,millspa02,2014,0.46,1.67,0.89,2.09,1.84,0.84,0.11,0.78,10.20,25
6,Marcus Morris,morrima03,2014,0.44,1.21,0.76,3.89,1.07,0.88,0.22,1.16,9.71,24
6,Anthony Morrow,morroan01,2014,0.46,1.16,0.83,1.84,0.78,0.50,0.16,0.67,8.37,28
6,Gary Neal,nealga01,2014,0.41,1.31,0.90,1.73,1.60,0.35,0.00,1.23,10.54,29
6,Nate Robinson,robinna01,2014,0.43,1.32,0.84,1.84,2.55,0.82,0.09,1.32,10.39,29
6,Terrence Ross,rosste01,2014,0.42,1.99,0.84,3.11,0.98,0.79,0.33,1.09,10.85,22
6,Mike Scott,scottmi01,2014,0.48,0.78,0.78,3.55,0.94,0.38,0.09,0.99,9.59,25
6,Kyle Singler,singlky01,2014,0.45,1.15,0.83,3.70,0.91,0.74,0.46,0.96,9.56,25
6,Mirza Teletovic,teletmi01,2014,0.42,1.89,0.71,3.69,0.79,0.40,0.32,0.75,8.64,28
6,Marcus Thornton,thornma01,2014,0.39,1.51,0.80,2.75,1.07,0.81,0.15,0.93,9.76,26
6,Martell Webster,webstma02,2014,0.43,1.87,0.84,2.85,1.24,0.53,0.19,0.74,9.73,27
6,Matt Barnes,barnema02,2015,0.44,1.79,0.78,3.97,1.50,0.88,0.66,1.14,10.05,34
6,Michael Beasley,beaslmi01,2015,0.43,0.33,0.77,3.71,1.33,0.63,0.54,1.54,8.83,26
6,Marco Belinelli,belinma01,2015,0.42,1.39,0.85,2.53,1.52,0.50,0.05,0.98,9.16,28
6,Bojan Bogdanovic,bogdabo02,2015,0.45,1.17,0.82,2.73,0.87,0.44,0.12,1.00,8.97,25
6,Isaiah Canaan,canaais01,2015,0.39,1.94,0.82,1.85,2.09,0.62,0.06,1.32,9.19,23
6,Omri Casspi,casspom01,2015,0.49,0.52,0.73,3.88,1.52,0.46,0.13,1.31,8.85,26
6,Boris Diaw,diawbo01,2015,0.46,0.67,0.77,4.30,2.88,0.44,0.28,1.56,8.74,32
6,Mike Dunleavy,dunlemi02,2015,0.44,1.70,0.81,3.94,1.81,0.62,0.33,0.95,9.44,34
6,Wayne Ellington,ellinwa01,2015,0.41,1.38,0.81,3.23,1.62,0.51,0.03,0.77,10.00,27
6,Randy Foye,foyera01,2015,0.37,1.88,0.82,1.70,2.38,0.68,0.22,1.20,8.70,31
6,Devin Harris,harride01,2015,0.42,1.25,0.82,1.78,3.12,1.03,0.18,1.12,8.75,31
6,Solomon Hill,hillso01,2015,0.40,0.83,0.82,3.83,2.24,0.80,0.22,1.40,8.89,23
6,Rodney Hood,hoodro01,2015,0.41,1.24,0.76,2.34,1.66,0.60,0.24,0.90,8.66,22
6,Courtney Lee,leeco01,2015,0.45,1.17,0.86,2.31,1.96,0.97,0.16,1.01,10.09,29
6,K.J. McDaniels,mcdankj01,2015,0.40,0.69,0.75,3.23,1.16,0.71,1.13,1.69,7.85,21
6,Jodie Meeks,meeksjo01,2015,0.42,1.23,0.91,1.73,1.32,0.98,0.10,0.95,11.05,27
6,Anthony Morrow,morroan01,2015,0.46,1.91,0.89,2.64,0.81,0.73,0.15,0.51,10.68,29
6,Gary Neal,nealga01,2015,0.37,0.93,0.87,2.39,1.85,0.43,0.02,1.20,10.06,30
6,Terrence Ross,rosste01,2015,0.41,1.77,0.79,2.76,1.05,0.65,0.30,0.84,9.84,23
6,Iman Shumpert,shumpim01,2015,0.41,1.08,0.67,3.61,2.18,1.31,0.26,1.47,8.00,24
6,Alexey Shved,shvedal01,2015,0.40,1.12,0.81,2.36,2.52,0.71,0.14,1.14,10.33,26
6,Hollis Thompson,thompho01,2015,0.41,1.62,0.71,2.79,1.20,0.80,0.37,0.93,8.82,23
6,Derrick Williams,willide02,2015,0.45,0.66,0.68,2.73,0.68,0.46,0.05,0.76,8.34,23
18,Del Beshore,beshode01,1980,0.35,0.15,0.67,0.93,2.04,0.85,0.07,1.53,3.59,23
18,Earl Evans,evansea01,1980,0.45,0.19,0.57,2.08,1.03,0.39,0.03,1.00,4.36,24
18,Gary Garland,garlaga01,1980,0.44,0.08,0.69,1.77,1.86,0.69,0.05,0.94,4.28,22
18,Roy Hamilton,hamilro01,1980,0.40,0.00,0.69,1.49,2.67,0.67,0.07,1.64,4.63,22
18,Johnny High,highjo01,1980,0.45,0.01,0.67,2.11,1.45,0.87,0.18,1.50,4.99,22
18,Geoff Huston,hustoge01,1980,0.39,0.04,0.74,0.82,2.24,0.55,0.07,1.03,3.08,22
18,Vinnie Johnson,johnsvi01,1980,0.39,0.00,0.80,1.45,1.42,0.50,0.11,1.11,3.18,23
18,Jeff Judkins,judkije01,1980,0.50,0.17,0.82,1.02,0.72,0.45,0.08,0.75,5.40,23
18,Ollie Mack,mackol01,1980,0.49,0.00,0.75,1.42,1.06,0.48,0.06,0.70,4.68,22
18,Stan Pietkiewicz,pietkst01,1980,0.51,0.18,0.80,0.90,1.88,0.50,0.08,1.02,4.56,23
18,Robert Smith,smithro01,1980,0.44,0.12,0.87,1.22,1.42,0.40,0.06,0.82,4.98,24
18,Jim Spanarkel,spanaji01,1980,0.47,0.00,0.83,1.35,1.28,0.30,0.15,1.43,4.95,22
18,Raymond Townsend,townsra01,1980,0.41,0.05,0.71,1.19,1.55,0.80,0.05,0.87,5.41,24
18,Lloyd Walton,waltoll01,1980,0.46,0.01,0.69,1.20,3.75,0.57,0.03,1.47,3.55,26
18,Sly Williams,willisl01,1980,0.39,0.00,0.64,2.12,0.63,0.33,0.14,0.86,4.67,22
18,Henry Bibby,bibbyhe01,1981,0.39,0.44,0.68,1.01,2.74,0.64,0.03,1.04,4.59,31
18,Don Buse,busedo01,1981,0.40,0.33,0.77,1.45,2.41,1.28,0.14,0.66,5.12,30
18,Austin Carr,carrau01,1981,0.37,0.00,0.63,1.30,1.23,0.32,0.04,0.87,4.43,32
18,Butch Carter,cartebu01,1981,0.46,0.06,0.74,1.20,0.96,0.43,0.02,0.93,5.57,22
18,Art Collins,colliar01,1981,0.35,0.00,0.67,1.41,0.86,0.38,0.03,1.10,3.24,26
18,Terry Duerod,duerote01,1981,0.44,0.16,0.76,0.88,0.72,0.34,0.08,0.70,4.94,24
18,Mike Evans,evansmi01,1981,0.46,0.03,0.78,1.23,2.35,0.48,0.06,1.01,4.51,25
18,Mike Gale,galemi01,1981,0.51,0.03,0.81,1.29,2.19,1.22,0.09,1.00,4.82,30
18,Ollie Johnson,johnsol01,1981,0.55,0.03,0.87,1.38,0.75,0.50,0.05,0.63,5.05,31
18,Jeff Judkins,judkije01,1981,0.43,0.15,0.88,1.50,0.95,0.26,0.03,0.48,3.84,24
18,Jim McElroy,mcelrji01,1981,0.39,0.02,0.81,0.89,1.56,0.37,0.17,1.46,3.80,27
18,Stan Pietkiewicz,pietkst01,1981,0.41,0.45,0.79,1.00,1.83,0.36,0.05,0.52,3.43,24
18,Billy Reid,reidbi01,1981,0.45,0.00,0.56,1.02,1.20,0.56,0.08,1.32,3.22,23
18,Lorenzo Romar,romarlo01,1981,0.41,0.04,0.68,1.06,2.57,0.51,0.06,0.98,4.13,22
18,Frankie Sanders,sandefr01,1981,0.44,0.00,0.91,0.91,0.74,0.70,0.04,0.91,3.83,24
18,Lloyd Walton,waltoll01,1981,0.41,0.00,0.79,0.79,3.41,0.52,0.03,1.31,3.38,27
18,James Wilkes,wilkeja02,1981,0.46,0.00,0.69,2.00,0.63,0.52,0.25,0.71,4.15,22
18,Mike Woodson,woodsmi01,1981,0.44,0.01,0.77,1.20,0.93,0.44,0.15,0.67,4.69,22
18,Sam Worthen,worthsa01,1981,0.50,0.00,0.75,1.80,1.80,0.89,0.09,1.42,3.67,23
18,Danny Ainge,aingeda01,1982,0.36,0.09,0.86,1.06,1.64,0.70,0.06,1.00,4.13,22
18,Ray Blume,blumera01,1982,0.46,0.08,0.64,0.84,1.39,0.47,0.04,1.10,4.61,23
18,Dudley Bradley,bradldu01,1982,0.45,0.02,0.74,1.36,1.25,1.22,0.16,1.11,5.08,24
18,Reggie Carter,cartere01,1982,0.43,0.00,0.80,1.27,1.73,0.48,0.08,1.04,4.03,24
18,John Duren,durenjo01,1982,0.45,0.04,0.73,1.06,1.99,0.25,0.05,0.91,3.44,23
18,Franklin Edwards,edwarfr01,1982,0.43,0.00,0.74,0.64,1.07,0.38,0.12,0.57,3.57,22
18,Mike Evans,evansmi01,1982,0.41,0.00,0.65,1.00,1.91,0.59,0.00,1.18,3.77,26
18,Calvin Garrett,garreca01,1982,0.43,0.06,0.65,1.84,1.49,0.63,0.12,0.75,4.51,25
18,Alan Hardy,hardyal01,1982,0.46,0.00,0.62,0.89,0.53,0.24,0.11,0.53,3.74,24
18,Joe Hassett,hassejo01,1982,0.38,1.04,0.84,0.78,1.53,0.44,0.04,0.53,5.74,26
18,Armond Hill,hillar01,1982,0.42,0.00,0.71,1.30,2.65,0.53,0.13,1.65,3.63,28
18,Tracy Jackson,jackstr01,1982,0.46,0.00,0.78,1.29,0.55,0.29,0.06,0.49,4.00,22
18,Eddie Jordan,jordaed01,1982,0.43,0.02,0.80,0.74,2.26,1.07,0.02,1.14,3.83,27
18,Jeff Lamp,lampje01,1982,0.51,0.00,0.82,1.19,0.52,0.30,0.02,0.83,4.63,22
18,Ron Lee,leero01,1982,0.36,0.22,0.71,1.91,3.85,1.43,0.25,1.52,3.43,29
18,Mike McGee,mcgeemi01,1982,0.47,0.00,0.59,1.26,0.41,0.46,0.08,0.87,4.90,22
18,Mark Radford,radfoma01,1982,0.54,0.05,0.51,0.67,1.33,0.37,0.05,0.98,3.37,22
18,Ed Rains,rainsed01,1982,0.44,0.00,0.59,1.63,0.82,0.37,0.04,0.51,3.92,25
18,Clint Richardson,richacl01,1982,0.45,0.03,0.78,1.53,1.42,0.47,0.12,1.03,4.56,25
18,John Roche,rochejo01,1982,0.45,0.59,0.74,0.59,2.28,0.38,0.05,0.74,4.79,32
18,Jerry Sichting,sichtje01,1982,0.47,0.02,0.76,1.08,2.29,0.65,0.02,0.82,4.16,25
18,Jan Van Breda Kolff,vanbrja01,1982,0.50,0.00,0.82,1.17,0.78,0.29,0.32,0.71,3.51,30
18,Charles Bradley,bradlch01,1983,0.39,0.00,0.51,1.53,0.55,0.63,0.53,0.82,3.61,23
18,Dudley Bradley,bradldu01,1983,0.52,0.02,0.80,1.81,1.83,0.84,0.17,1.02,3.47,25
