hits,homeruns
110.13595166163142,7.8942598187311175
187.63396226415094,16.660377358490567
62.375275938189844,4.80794701986755
79.79202279202279,8.502849002849004
199.20472440944883,35.25196850393701
133.1917808219178,20.463796477495105
40.43367346938775,3.091836734693877
95.14,5.76
174.21201413427562,7.512367491166078
158.64093959731542,33.40604026845637
124.19504643962848,7.98452012383901
212.62222222222223,13.566666666666666
141.10928961748633,35.95628415300546
177.95673076923077,36.65384615384615
169.4579945799458,21.78319783197832
97.59382422802851,17.75059382422803
158.04827586206898,9.533333333333333
149.3849372384937,20.62133891213389
116.4337899543379,22.831050228310502
140.7197696737044,7.767754318618042
