playerID,intercept,weight
andruel01,1.0245435879657747,0.2531666745868942
aybarer01,1.0304184548653836,0.20387420265324654
carpema01,1.030906064062463,0.19570625316753093
castrst01,1.0221707984692634,0.3036205188448752
ellsbja01,1.0251935543301214,0.22752002943789645
escobal02,1.0300355471911822,0.1970285617449666
harrijo05,1.022664744098784,0.22727265892308748
heywaja01,1.0250939524864109,0.29768722777488527
hunteto01,1.0448621195263799,0.2908513910766894
johnsch05,1.0304184548653836,0.20387420265324654
morneju01,1.0269013553444095,0.22427930208401256
pedrodu01,1.0251935543301214,0.22752002943789645
utleych01,1.072305026958809,0.2932816883112429
werthja01,1.0538151646831104,0.2616597240476528
yelicch01,1.0168473059254501,0.30232667289531534
zobribe01,1.0269013553444095,0.22427930208401256
beltrad01,1.0704092854409208,0.4764008873888307
blackch02,1.0545224854851079,0.4269370147877327
cabreme01,1.052997537485531,0.4294560525386429
